 TICKER, GIC INDUSTRY,IPO DATE, CODE, GIC GROUP, LOGOURL, SECTOR, EXCHANGE, DESCRIPTION, TYPE,ISIN, CURRENCY NAME, CURRENCY SYMBOL, CURRENCY CODE, ADDRESS, COUNTRYISO,LEI, UPDATED AT, WEBURL, FISCAL YEAR END, EMPLOYER ID NUMBER, PHONE, NAME,CIK, INTERNATIONAL DOMESTIC, GIC SUB INDUSTRY, GIC SECTOR, INDUSTRY, COUNTRY NAME, FULL TIME EMPLOYEES, STREET, CITY, STATE, COUNTRY,ZIP, MARKET CAPITALIZATION, MARKET CAPITALIZATION MLN,EBITDA,PE RATIO,PEG RATIO, WALL STREET TARGET PRICE, BOOK VALUE, DIVIDEND SHARE, DIVIDEND YIELD, EARNINGS SHARE,EPS ESTIMATE CURRENT YEAR,EPS ESTIMATE NEXT YEAR,EPS ESTIMATE NEXT QUARTER,EPS ESTIMATE CURRENT QUARTER, MOST RECENT QUARTER, PROFIT MARGIN, OPERATING MARGINTTM, RETURN ON ASSETSTTM, RETURN ON EQUITYTTM, REVENUETTM, REVENUE PER SHARETTM, QUARTERLY REVENUE GROWTHYOY, GROSS PROFITTTM, DILUTED EPSTTM, QUARTERLY EARNINGS GROWTHYOY, TRAILINGPE, FORWARDPE, PRICE SALESTTM, PRICE BOOKMRQ, ENTERPRISE VALUE, ENTERPRISE VALUE REVENUE, ENTERPRISE VALUE EBITDA, SHARES OUTSTANDING, SHARES FLOAT, PERCENT INSIDERS, PERCENT INSTITUTIONS, SHARES SHORT, SHARES SHORT PRIOR MONTH, SHORT RATIO, SHORT PERCENT OUTSTANDING, SHORT PERCENT FLOAT, BETA,52 WEEK HIGH,52 WEEK LOW,50 DAYMA,200 DAYMA, SHORT PERCENT
AD-UN,,,AD-UN,,,Financial Services,TO,"Alaris Equity Partners Income Trust is a private equity firm specializing in management buyouts, growth capital, lower & middle market, later stage, industry consolidation, growth capital, and mature investments. The firm does not invest in turnarounds and start-ups. It prefers to invest in the companies based in all industries except for those with a declining asset base, such as oil and gas resource companies, or any industry that carry the risk of obsolescence such as high tech and focuses on business services, professional services, information services, healthcare services, distribution & logistics, industrials, consumer products. The firm seeks to invest in companies raising capital for a partial liquidity, generational transfer, recapitalization, and growth and who do not want to give up control or chance the added risk that comes with high leverage levels. It prefers to invest in companies that are mostly individual or family controlled. The firm typically provides alternative financing for a diversified group of private businesses (Private Company Partners) in exchange for royalties or distributions from the Private Company Partners, with the principal objective of generating stable and predictable cash flows for dividend payments to its shareholders. It seeks to invest in the companies based in Europe, North America with the focus on Canada, and United States. It typically invests between $5 million and $100 million in companies with an enterprise values between $10 million and $400 million and EBITDA between $5 million and $50 million, historical EBITDA in excess of $10 million, and Low levels of debt and capital expenditure. The firm also makes small cap investments upto $20 million in private companies that have historical EBITDA in excess of $2 million. However, for larger companies, transactions can be structured to include additional investments. The firm seeks to invest in industries that do not experience large cyclical swings. It does not own any shares and does not require board representation",Common Stock,,Canadian Dollar,C$,CAD,"333 24th Avenue SW, Calgary, AB, Canada, T2S 3E6",CA,,1/2/2023,https://www.alarisequitypartners.com,December,,403-260-1457,Alaris Equity Partners Income Trust,,,,,Asset Management,Canada,17,333 24th Avenue SW,Calgary,AB,Canada,T2S 3E6,726302464,726.3025,180347008,5.3113,,20.79,19.568,1.32,0.0848,3.02,2.61,2.14,0.49,0.45,9/30/2022,0.6954,0.8805,0.0844,0.1736,204584992,4.525,-0.391,210860000,3.02,-0.33,5.3113,8.489,3.5656,0.8371,1162529620,6.623,6.0258,45280700,43722577,4.47,6.606,,,,,,1.9217,19.2053,14.3007,16.4406,17.3729,0.0028
ADCO,,,ADCO,,,Technology,TO,"Adcore Inc. operates as an e-commerce advertising management and automation platform in the Asia-Pacific, Europe, the Middle East, Africa, and North America. The company offers smart algorithm powered automation tools for digital advertisers to enhance return on advertising investments, and scale their digital campaigns. Its product portfolio includes Feeditor that offers online shopping automation capabilities to advertisers; Views, a search engine marketing (SEM) solution used for campaign creation, intelligent bid management, SEM optimization, and reports; SEMDOC, an account auditing tool, which measures and analyzes 52 metrics; Effortless Marketing, a marketing solution for campaign creation and performance tracking; and Amphy, a 24/7 live online learning marketplace. The company serves enterprise companies, and small- and medium-sized businesses. Adcore Inc. was founded in 2005 and is headquartered in Tel Aviv, Israel.",Common Stock,CA00654B1040,Canadian Dollar,C$,CAD,"105 Allenby Street, Tel Aviv, Israel, 6513445",CA,,1/1/2023,https://www.adcore.com,December,,972 3 566 3444,Adcore Inc,,,,,Software-Application,Canada,0,105 Allenby Street,Tel Aviv,,Israel,6513445,18279660,18.2797,265000,,,,0.167,0,0,-0.014,0,0,0,0,9/30/2022,-0.0518,0.0035,0.0028,-0.0985,20405000,0.324,-0.341,8445000,-0.014,-0.537,0,0,0.8511,1.2712,9902938,0.4853,8.5592,60932200,19320382,70.999,0,,,,,,2.7054,0.71,0.17,0.2807,0.3005,0.0002
ADEN,,,ADEN,,,Industrials,TO,"ADENTRA Inc. engages in the wholesale distribution of architectural building products to the residential, repair and remodel, and commercial construction markets. It offers a range of decorative surfaces, including architectural grade plywood and veneers, hardwood lumber, laminates, acrylics, and composites for use in commercial and residential applications; specialty plywood and composite panel products for residential and commercial cabinet, countertop, store fixture, and RV and furniture industries; and other products comprising moldings, cabinet hardware, doors, millwork, adhesives, solid surface products, and decorative laminates. The company also manufactures, imports, and distributes hardwood lumber, millwork, and architectural sheet goods. It serves small-to-mid-sized industrial manufacturers of cabinets, moldings, custom finishing, home furniture, home renovations, finishing millwork for office buildings, restaurant and bar interiors, hotel lobbies, retail point-of-purchase displays, schools, hospitals, custom motor coaches, yacht interiors, and other specialty areas. As of March 11, 2022, the company operated 86 distribution facilities in North America. The company was formerly known as Hardwoods Distribution Inc. and changed its name to ADENTRA Inc. in December 2022. ADENTRA Inc. was incorporated in 2012 and is headquartered in Langley, Canada.",Common Stock,,Canadian Dollar,C$,CAD,"20161 86th Avenue, Langley, BC, Canada, V2Y 2C1",CA,,1/3/2023,https://www.ADENTRAgroup.com,December,,,ADENTRA Inc.,,,,,Industrial Distribution,Canada,2734,20161 86th Avenue,Langley,BC,Canada,V2Y 2C1,648572224,648.5722,257232000,3.303,,48.5,21.86,0.455,0.0183,8.58,7.88,4,0,0,9/30/2022,0.0585,0.0881,0.1076,0.3635,2520186880,108.774,0.399,372910000,8.58,-0.186,3.303,6.3573,0.2617,0.9462,1762720498,0.6994,6.2916,22885400,17528865,20.57,24.887,,,,,,1.7051,48.9498,22.66,26.245,29.8891,0
ADN,,,ADN,,,Basic Materials,TO,"Acadian Timber Corp. supplies primary forest products in Eastern Canada and the Northeastern United States. The company operates through two segments, NB Timberlands and Maine Timberlands. Its products include softwood and hardwood sawlogs, pulpwood, and biomass by-products. The company owns and manages approximately 1.1 million acres of freehold timberlands in New Brunswick and Maine; and provides timber services relating to approximately 1.3 million acres of Crown licensed timberlands in New Brunswick. Acadian Timber Corp. is headquartered in New Brunswick, Canada.",Common Stock,CA0042721005,Canadian Dollar,C$,CAD,"365 Canada Road, Edmundston, NB, Canada, E3V 1W2",CA,,1/3/2023,https://www.acadiantimber.com,December,,506 737 2345,Acadian Timber Corp,,,,,Lumber & Wood Production,Canada,0,365 Canada Road,Edmundston,NB,Canada,E3V 1W2,252690016,252.69,20357000,12.4708,3.83,17.6,17.553,1.16,0.0775,1.2,1,0.98,0.22,0.17,9/30/2022,0.2163,0.2169,0.0239,0.0685,92664000,5.54,-0.037,29640000,1.2,12.952,12.4708,15.8983,2.7789,0.8737,362189424,3.9086,11.3774,16885400,9071356,45.129,11.081,,,,,,0.9034,18.4955,14.2376,14.9854,16.9338,0.0128
ADW-A,,,ADW-A,,https://eodhistoricaldata.com/img/logos/TO/ADW-A.png,Consumer Defensive,TO,"Andrew Peller Limited engages in the production, bottling, and marketing of wines and craft beverage alcohol products in Canada. The company offers products under Peller Estates, Trius, Thirty Bench, Wayne Gretzky, Sandhill, Red Rooster, Black Hills Estate Winery, Tinhorn Creek Vineyards, Gray Monk Estate Winery, Raven Conspiracy, and Conviction brands; Peller Family Vineyards, Copper Moon, Black Cellar, and XOXO brands; and Hochtaler, Domaine D'Or, Schloss Laderheim, Royal, and Sommet brands. It also produces craft beverage alcohol products, including No Boats on Sunday ciders and seltzers, beer, spirits, and cream whisky products under the Wayne Gretzky No. 99 brand. In addition, the company produces and markets personal winemaking products under Winexpert, Vine Co., Apres, LE, Passport Series, On the House, Wild Grapes, DIY My Wine Co., Island Mist, and Niagara Mist brands; and distributes these products through authorized and independent retailers in Canada, as well as through additional distributors in the United States, the United Kingdom, New Zealand, Australia, and China. Further, it owns and operates 101 independent retail locations in Ontario under The Wine Shop, Wine Country Vintners, and Wine Country Merchants store names; and operates Andrew Peller Import Agency, importers, marketing agents, and The Small Winemaker's Collection Inc. to import premium wines from around the world. The company was formerly known as Andrés Wines Ltd. and changed its name to Andrew Peller Limited in 2006. Andrew Peller Limited was founded in 1961 and is headquartered in Grimsby, Canada.",Common Stock,,Canadian Dollar,C$,CAD,"697 South Service Road, Grimsby, ON, Canada, L3M 4E8",CA,,1/3/2023,https://www.andrewpeller.com,March,,905 643 4131,Andrew Peller Limited,,,,,Beverages-Wineries & Distilleries,Canada,1622,697 South Service Road,Grimsby,ON,Canada,L3M 4E8,226696048,226.696,27825000,17.5,,9,6.111,0.246,0.0495,0.28,0.01,0.13,0,0.06,9/30/2022,-0.003,0.0338,0.0146,-0.0043,381838016,8.843,0.026,138992000,0.28,-0.118,17.5,36.4964,0.5638,0.7773,424268524,1.1111,12.1727,35035700,30168474,15.496,1.994,,,,,,0.5762,7.9282,4.5411,4.995,5.9779,0.0012
ADW-B,,,ADW-B,,https://eodhistoricaldata.com/img/logos/TO/ADW-B.png,Consumer Defensive,TO,"Andrew Peller Limited engages in the production, bottling, and marketing of wines and craft beverage alcohol products in Canada. The company offers products under Peller Estates, Trius, Thirty Bench, Wayne Gretzky, Sandhill, Red Rooster, Black Hills Estate Winery, Tinhorn Creek Vineyards, Gray Monk Estate Winery, Raven Conspiracy, and Conviction brands; Peller Family Vineyards, Copper Moon, Black Cellar, and XOXO brands; and Hochtaler, Domaine D'Or, Schloss Laderheim, Royal, and Sommet brands. It also produces craft beverage alcohol products, including No Boats on Sunday ciders and seltzers, beer, spirits, and cream whisky products under the Wayne Gretzky No. 99 brand. In addition, the company produces and markets personal winemaking products under Winexpert, Vine Co., Apres, LE, Passport Series, On the House, Wild Grapes, DIY My Wine Co., Island Mist, and Niagara Mist brands; and distributes these products through authorized and independent retailers in Canada, as well as through additional distributors in the United States, the United Kingdom, New Zealand, Australia, and China. Further, it owns and operates 101 independent retail locations in Ontario under The Wine Shop, Wine Country Vintners, and Wine Country Merchants store names; and operates Andrew Peller Import Agency, importers, marketing agents, and The Small Winemaker's Collection Inc. to import premium wines from around the world. The company was formerly known as Andrés Wines Ltd. and changed its name to Andrew Peller Limited in 2006. Andrew Peller Limited was founded in 1961 and is headquartered in Grimsby, Canada.",Common Stock,,Canadian Dollar,C$,CAD,"697 South Service Road, Grimsby, ON, Canada, L3M 4E8",CA,,1/3/2023,https://www.andrewpeller.com,March,,905 643 4131,Andrew Peller Limited,,,,,Beverages-Wineries & Distilleries,Canada,1622,697 South Service Road,Grimsby,ON,Canada,L3M 4E8,230859776,230.8598,27825000,25.4815,0,,6.111,0.246,0.0311,0.27,0,0,0,0,9/30/2022,-0.003,0.0338,0.0146,-0.0043,381838016,8.843,0.026,138992000,0.27,-0.118,25.4815,50.7614,0.5759,1.0817,424268524,1.1111,12.1727,8144180,30168474,12.33,0,,,,,,0.5762,11.1487,5.9529,6.5396,7.5238,0
AEG,,,AEG,,,Consumer Cyclical,TO,"Aegis Brands Inc. engages in the food and beverage business in Canada. It owns and operates coffeehouses under the Bridgehead name; and offers coffee and tea products. As of December 26, 2021, the company owned 21 coffeehouses. It also provides back-office services to support its retail operating brands. The company was formerly known as The Second Cup Ltd. And changed its name to Aegis Brands Inc. in September 2020. Aegis Brands Inc. was founded in 1975 and is based in Markham, Canada.",Common Stock,CA00775H1055,Canadian Dollar,C$,CAD,"210 Shields Court, Markham, ON, Canada, L3R 8V2",CA,,1/2/2023,https://www.aegisbrands.ca,December,,855 222 0875,Aegis Brands Inc,,,,,Restaurants,Canada,0,210 Shields Court,Markham,ON,Canada,L3R 8V2,20832000,20.832,-2442000,,,,0.045,0,0,-0.336,0,0,0,0,9/30/2022,-0.7175,-0.2444,-0.1035,-1.4328,12551000,0.54,0.178,6806000,-0.336,0,0,0,1.9275,23.1946,30775000,2.452,-4.4078,33600000,18429236,27.79,7.103,,,,,,1.4003,0.85,0.3,0.6148,0.534,0.0022
AEM,,,AEM,,https://eodhistoricaldata.com/img/logos/TO/AEM.png,Basic Materials,TO,"Agnico Eagle Mines Limited engages in the exploration, development, and production of mineral properties in Canada, Mexico, and Finland. It operates through Northern Business and Southern Business segments. The company primarily produces and sells gold deposits, as well as explores for silver, zinc, and copper deposits. Its flagship property is the LaRonde mine located in the Abitibi region of northwestern Quebec, Canada. As of December 31, 2021, the company's LaRonde mine had proven and probable mineral reserves of approximately 3.0 million ounces of gold. It is also involved in exploration activities in Europe, Latin America, and the United States. The company was incorporated in 1953 and is headquartered in Toronto, Canada.",Common Stock,CA0084741085,Canadian Dollar,C$,CAD,"145 King Street East, Toronto, ON, Canada, M5C 2Y7",CA,,1/2/2023,https://www.agnicoeagle.com,December,,416 947 1212,Agnico Eagle Mines Limited,,,,,Gold,Canada,6810,145 King Street East,Toronto,ON,Canada,M5C 2Y7,32079796224,32079.7962,2369880064,36.6458,1.89,87.32,35.437,1.55,0.0308,1.92,2.98,2.8,0,0.96,9/30/2022,0.1041,0.2609,0.0515,0.0497,5262226944,13.662,0.474,2095890000,1.92,-0.641,36.6458,26.6667,5.9749,1.4788,33392806458,6.3458,16.0242,455937984,454323505,0.106,68.306,,,,,,0.7909,82.8812,48.1263,65.4322,64.4432,0.0085
AEZS,,,AEZS,,https://eodhistoricaldata.com/img/logos/TO/AEZS.png,Healthcare,TO,"Aeterna Zentaris Inc., a specialty biopharmaceutical company, engages in developing and commercializing therapeutics and diagnostic tests. Its lead product is macimorelin, an orally available peptidomimetic ghrelin receptor (GHSR-1a) agonist that stimulates the secretion of growth hormone by binding to the GHSR-1a for the diagnosis of adult growth hormone deficiency and childhood-onset growth hormone deficiency, as well as oncology indications. The company markets macimorelin under the Macrilen brand name. Aeterna Zentaris Inc. has a license agreement with University Wuerzburg to research, develop, manufacture, and sell a potential COVID-19 vaccine; development, manufacture, and commercialization of the treatment for neuromyelitis optica spectrum disorder; and to develop human 3D intestinal tissue models to study infection biology; and for pre-clinical development towards the potential treatment of Parkinson's disease. It also has a license agreement with Consilient Health Ltd., Novo Nordisk Novo Nordisk Health Care AG, and NK MEDITECH Ltd. for the development and commercialization of macimorelin in the United States and Canada, as well as The University of Sheffield, the United Kingdom for the research, development, manufacture, and commercialization of parathyroid hormone fusion polypeptides for the treatment of primary hypoparathyroidism. Aeterna Zentaris Inc. was incorporated in 1990 and is headquartered in Summerville, South Carolina.",Common Stock,CA0079754028,Canadian Dollar,C$,CAD,"315 Sigma Drive, Summerville, SC, United States, 29486",CA,,1/3/2023,https://www.zentaris.com,December,,843 900 3223,Aeterna Zentaris Inc,,,,,Biotechnology,Canada,0,315 Sigma Drive,Summerville,SC,United States,29486,20880284,20.8803,-14357000,,,4,10.177,0,0,-0.102,-4.12,-4.99,-1.01,-0.93,9/30/2022,0,-3.4982,-0.1209,-0.2409,4111000,0.846,0.768,5170000,-0.102,0,0,0,5.3154,0.3518,-49542897,0.2001,3.5332,4855880,4843639,0.337,0.599,,,,,,1.643,13.5,4,5.0158,6.7227,0.0012
AFN,,,AFN,,https://eodhistoricaldata.com/img/logos/TO/AFN.png,Industrials,TO,"Ag Growth International Inc., together with its subsidiaries, manufactures and distributes grain and rice handling, storage, and conditioning equipment in Canada, the United States, and internationally. The company offers storage equipment comprising grain and bolted bins, hopper bins, smooth wall bins, temporary storage equipment, unloads and sweeps, water tanks, fuel tanks; and conditioning equipment, such as mixed flow dryers, fans and heaters, aerations, airaugers, aeration floors, vents and exhausters, stirrings, and accessories. It also provides portable handling equipment, such as portable augers, conveyors, grain vacs, post pounders, seed treaters, and accessories; and permanent handling equipment, including bucket elevators, chain and belt conveyors, enclosed belt conveyors, distributors, feed handling equipment, screw feeders and conveyors, and spouts and connections. In addition, the company offers towers, catwalks, ladders, all-steel buildings, flat storage buildings; batch blenders, bulk scales, declining weight blenders, vertical blenders, micro-dosing systems, mixers, milling equipment; and controllers, hazard monitoring equipment, monitoring and automation equipment, sampling solutions. Further, it provides cleaning and destoners, rice milling and processing equipment, bin unloads, blending and control systems, Liquid and dry fertilizer blending and conveying equipment, turnkey design and build construction solutions for seed and fertilizer facilities, and farm management software. The company markets its products under the AGI, Airlanco, Batco, Brownie, CMC, Compass, Danmare, Ezee-dry, Frame, Grain Guard, Grainmaxx, Hi Roller, Hutchinson, Improtech, Junge, Keho, Mayrath, Milltec, MMS, Neco, PTM, REM, Sabe, Sentinel, Storm, Suretrack, Tramco, Twister, Westeel, Westfield, Wheatheart, and Yargus brand names. It provides its equipment for agricultural commodities. The company was founded in 1996 and is headquartered in Winnipeg, Canada.",Common Stock,CA0011811068,Canadian Dollar,C$,CAD,"198 Commerce Drive, Winnipeg, MB, Canada, R3P 0Z6",CA,,1/3/2023,https://www.aggrowth.com,December,,204-489-1855,Ag Growth International Inc,,,,,Farm & Heavy Construction Machinery,Canada,0,198 Commerce Drive,Winnipeg,MB,Canada,R3P 0Z6,821778368,821.7784,166624992,77.6607,2.01,55.27,17.615,0.6,0.0138,0.56,3.23,4.11,0.45,1.11,9/30/2022,0.0006,0.079,0.0412,0.0029,1411143040,74.882,0.281,304015000,0.56,0.094,77.6607,10.2775,0.6077,2.3897,1728751959,1.2251,12.4691,18895800,18499089,1.721,33.744,,,,,,2.382,45.7786,28.512,40.1216,36.8623,0.0162
AGF-B,,,AGF-B,,https://eodhistoricaldata.com/img/logos/TO/AGF-B.png,Financial Services,TO,"AGF Management Limited is a publicly owned asset management holding company. Through its subsidiaries, the firm provides its services to public and corporate DB pension plans, endowments and foundations, sovereign wealth funds, corporate plans, insurance companies, and sub-advised mandates. Through its subsidiaries, it manages separate client-focused equity, fixed income, and balanced mutual funds along with separate client-focused equity, fixed income, and balanced portfolios. Through its subsidiaries, the firm invests in the public equity and fixed income markets across the globe. For its equity portion, it invests in growth stocks of companies. The firm employs fundamental analysis to make its investments. AGF Management Limited was founded in 1957 and is based in Toronto, Canada.",Common Stock,,Canadian Dollar,C$,CAD,"Toronto-Dominion Bank Tower, Toronto, ON, Canada, M5K 1E9",CA,,1/3/2023,https://www.agf.com,November,,416-367-1900,AGF Management Limited,,,,,Asset Management,Canada,631,Toronto-Dominion Bank Tower,Toronto,ON,Canada,M5K 1E9,459254976,459.255,82898000,8.4524,0.3172,7.79,15.368,0.39,0.0566,0.84,0.9,1.13,0,0.26,8/31/2022,0.1239,0.1649,0.0366,0.0573,475520000,6.894,-0.086,396999000,0.84,0.524,8.4524,6.1805,0.9114,0.4287,449778792,0.9836,4.9079,64626200,44955801,0.031,11.71,,,,,,1.8001,7.9577,5.5332,6.5698,6.6264,0.0406
AGI,,,AGI,,https://eodhistoricaldata.com/img/logos/TO/AGI.png,Basic Materials,TO,Alamos gold holding oorperatief u.a. operates as a subsidiary of Alamos Gold Inc.,Common Stock,CA0115321089,Canadian Dollar,C$,CAD,"Brookfield Place, Toronto, ON, Canada, M5J 2T3",CA,,1/3/2023,https://www.alamosgold.com,December,,416 368 9932,Alamos Gold Inc,,,,,Gold,Canada,1900,Brookfield Place,Toronto,ON,Canada,M5J 2T3,5386439680,5386.4397,307000000,171.125,-0.44,14.41,6.814,0.1,0.01,0.08,0.37,0.47,0.13,0.1,9/30/2022,0.0328,0.174,0.0241,0.0096,792400000,2.021,0.079,461500000,0.08,-0.644,171.125,28.3286,6.4208,1.4496,5016952013,6.3313,18.776,393457984,390802241,0.301,65.338,,,,,,1.1279,14.36,8.1983,12.3028,10.4921,0.0028
AGRI-RT-U,,,AGRI-RT-U,,,,TO,,Common Stock,,Canadian Dollar,C$,CAD,,CA,,7/31/2022,,,,,Agrinam Acquisition Corporation,,,,,,Canada,,,,,,,,,,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.89,0.005,0,0,0
AH,,,AH,,https://eodhistoricaldata.com/img/logos/TO/AH.png,Healthcare,TO,"Aleafia Health Inc. operates as a cannabis health and wellness products and services company in Canada and internationally. Its product portfolio includes cannabis oils, capsules, edibles, cannabis-infused sublingual strips, and vape cartridges; bath bombs and soft gels; hang dried, hand trimmed, long cured, and small batch dried flower; and concentrates. In addition, the company owns and operates a virtual network of medical cannabis clinics staffed through physicians and nurse practitioners; and operates education centers. It offers its products under the Divvy, Sunday Market, Bogart's Kitchen, Noon & Night, Nith & Grand, Kin Slips, and Emblem brands. The company is headquartered in Concord, Canada.",Common Stock,CA01444Q1046,Canadian Dollar,C$,CAD,"85 Basaltic Road, Concord, ON, Canada, L4K 1G4",CA,,1/3/2023,https://www.aleafiahealth.com,December,,416 860 5665,Aleafia Health Inc,,,,,Drug Manufacturers-Specialty & Generic,Canada,211,85 Basaltic Road,Concord,ON,Canada,L4K 1G4,28212730,28.2127,-16567200,,,0.17,0.068,0,0,-0.508,-0.05,-0.03,0,0,9/30/2022,-1.5963,-0.691,-0.2435,-1.9706,36468600,0.106,0.105,-9555200,-0.508,0,0,0,0.7184,1.1034,74646894,1.7555,-0.7414,403039008,396759250,1.513,0.019,,,,,,1.6728,0.15,0.04,0.0695,0.0751,0.0059
AI,,,AI,,,Financial Services,TO,"Atrium Mortgage Investment Corporation, a non-bank lender, provides financing solutions to the real estate communities in Ontario, Alberta, and British Columbia. It offers various types of mortgage loans for residential, multi-residential, and commercial real properties, which includes first and second mortgages; infill construction and financing; land and land assembly financing for stacked and traditional townhomes, single detached homes, and low-rise and midrise condominiums; and bridge and term financing. The company was incorporated in 2001 and is headquartered in Toronto, Canada.",Common Stock,CA04964G1000,Canadian Dollar,C$,CAD,"20 Adelaide Street East, Toronto, ON, Canada, M5C 2T6",CA,,1/3/2023,https://www.atriummic.com/Default.aspx,December,,416 867 1053,Atrium Mortgage Investment Corp,,,,,Mortgage Finance,Canada,0,20 Adelaide Street East,Toronto,ON,Canada,M5C 2T6,453996288,453.9963,,10.4059,0,13.18,11.123,0.9,0.0839,1.01,1.03,1.05,0.26,0.26,9/30/2022,0.7916,0.8218,0.0533,0.0923,55382000,1.29,0.127,43520000,1.01,0.095,10.4059,10.2987,8.3223,0.9773,861577792,0,0,43196600,41464901,4.21,4.636,,,,,,1.1926,13.5832,9.9416,10.8494,11.9445,0.0022
AIF,,,AIF,,https://eodhistoricaldata.com/img/logos/TO/AIF.png,Real Estate,TO,"Altus Group Limited provides software, data solutions, and independent advisory services to the commercial real estate industry in Canada, the United States, Europe, and the Asia Pacific. It operates through Altus Analytics and Commercial Real Estate Consulting (CRE Consulting) segments. The Altus Analytics segment offers ARGUS Enterprise, a commercial property valuation and asset management software; ARGUS Taliance, a real estate fund and alternative investment management software; ARGUS EstateMaster, a property development feasibility and management software; and ARGUS Developer, a real estate development pro forma and management software solution; ARGUS Voyanta, a powerful data aggregation, validation, and reporting software solution; ARGUS Acquire, a real estate acquisition deals and pipeline management software; and ARGUS ValueInsight, a commercial real estate valuation software. This segment also offers data subscription products that provide real estate information on the residential, office, industrial, and investment markets; and advisory and managed services. This segment serves equity and debt investors, valuers and appraisers, brokers, developers, banks, and public entities. The CRE Consulting segment offers real estate property tax services, including assessment reviews, management, and appeals, as well as personal property, and state and local tax advisory services; valuation services, such as appraisals of real estate portfolios, valuation of properties, due diligence, litigation, and economic consulting services; and construction feasibility study, budgeting, cost and loan monitoring, and project management services to owner operators, developers, financial institutions, and CRE asset holders and investors. The company was founded in 2005 and is headquartered in Toronto, Canada.",Common Stock,CA02215R1073,Canadian Dollar,C$,CAD,"33 Yonge Street, Toronto, ON, Canada, M5E 1G4",CA,,1/3/2023,https://www.altusgroup.com,December,,416 641 9500,Altus Group Limited,,,,,Real Estate Services,Canada,2700,33 Yonge Street,Toronto,ON,Canada,M5E 1G4,2415415040,2415.415,101717000,163.7576,1.17,63.75,12.947,0.6,0.0111,0.33,1.95,2.02,0.5,0.44,9/30/2022,0.0208,0.0779,0.0318,0.0297,714598016,16.125,0.171,223932000,0.33,-0.282,163.7576,26.2467,3.2469,4.0168,2663305191,3.727,30.0745,44696800,38104942,0.054,64.971,,,,,,0.9264,70.2835,40.8835,51.006,48.9395,0.0149
AII,,,AII,,https://eodhistoricaldata.com/img/logos/TO/AII.png,Basic Materials,TO,"Almonty Industries Inc. engages in mining, processing, and shipping tungsten concentrate. It owns interests in the Los Santos mine located near Salamanca, Spain; the Panasqueira tin and tungsten mine situated in Covilha and Castelo Branco, Portugal; the Sangdong tungsten mine located in Gangwon Province, Republic of Korea; and the Valtreixal tin and tungsten project located in Zamora province, Western Spain. Almonty Industries Inc. is headquartered in Toronto, Canada.",Common Stock,CA0203981034,Canadian Dollar,C$,CAD,"100 King Street West, Toronto, ON, Canada, M5X 1C7",CA,,1/3/2023,https://www.almonty.com,December,,647 438 9766,Almonty Industries Inc,,,,,Other Industrial Metals & Mining,Canada,395,100 King Street West,Toronto,ON,Canada,M5X 1C7,146866400,146.8664,-2457667,,,1.69,0.152,0,0,-0.032,-0.03,0.04,0,0,9/30/2022,-0.4101,-0.1626,-0.015,-0.2899,24118000,0.114,-0.106,434000,-0.032,-0.088,0,0,5.5522,4.1499,208368711,8.6396,-38.8313,215980000,75452786,45.189,0.025,,,,,,1.5433,1.05,0.57,0.6668,0.7905,0.0078
AIM,,,AIM,,https://eodhistoricaldata.com/img/logos/TO/AIM.png,Financial Services,TO,"Aimia Inc. focuses on long-term investments in public and private companies. It operates through two segments, Holdings and Investment Management. The company, through its subsidiary, Mittleman Investment Management, LLC, provides discretionary portfolio management services to institutional investors and high-net-worth individuals. The company, through its long-term investments, owns and operates Club Premier, a coalition loyalty program, as well as invests in B2B technology company, and outdoor advertising firm. It also operates a B2B cross-border automotive trading platform, as well as an investment advisory business. The company was formerly known as Groupe Aeroplan Inc. and changed its name to Aimia Inc. in October 2011. Aimia Inc. was incorporated in 2008 and is headquartered in Toronto, Canada.",Common Stock,CA00900Q1037,Canadian Dollar,C$,CAD,"176 Yonge Street, Toronto, ON, Canada, M5C 2L7",CA,,1/3/2023,https://www.aimia.com,December,,647-208-2166,Aimia Inc,,,,,Asset Management,Canada,18,176 Yonge Street,Toronto,ON,Canada,M5C 2L7,306609216,306.6092,465600000,0.7398,0.9,5.88,9.745,0,0,4.92,0,-0.2,0,0,9/30/2022,0.9315,0.966,0.4565,0.7292,481800000,5.368,75.271,-3800000,4.92,1337.94,0.7398,175.4386,0.6329,0.357,121794442,0.3594,3.9236,84233296,70281026,4.417,29.576,,,,,,1.4509,6.43,3.29,3.5828,4.2132,0.016
